observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
118631,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140116,174,Year,10,cat,,,1989,raw_value,,,,,
118631,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140117,185,Month,10,cat,,,Dec,raw_value,,,,,
118628,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140098,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.276,mean,0.854,standard_deviation,,10,Replicates reported as 10-15
118628,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140099,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118628,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140100,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118628,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140101,174,Year,10,cat,,,1989,raw_value,,,,,
118628,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140102,185,Month,10,cat,,,Sep,raw_value,,,,,
118625,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140083,60,Growth rate,62,mm month^-1,2,Alizarin stain,3.924,mean,0.964,standard_deviation,,10,Replicates reported as 10-15
118625,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140084,127,Calcification rate,75,g month^-1,18,Weight,0.012,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118625,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140085,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118625,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140086,174,Year,10,cat,,,1989,raw_value,,,,,
118625,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140087,185,Month,10,cat,,,Jun,raw_value,,,,,
118624,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140078,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.796,mean,0.705,standard_deviation,,10,Replicates reported as 10-15
118624,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140079,127,Calcification rate,75,g month^-1,18,Weight,0.017,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118624,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140080,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118624,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140081,174,Year,10,cat,,,1989,raw_value,,,,,
118624,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140082,185,Month,10,cat,,,May,raw_value,,,,,
159790,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203362,60,Growth rate,38,mm yr^-1,2,Alizarin stain,52.65,mean,,,,160,
159790,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203363,174,Year,10,cat,,,1980-1981,raw_value,,,,,
159790,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203364,152,Water temperature,52,ºC,,,29,mean,27,range,31,,
159790,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203365,143,Water depth,9,m,,,1,raw_value,,,,,
118622,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140068,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.851,mean,0.538,standard_deviation,,10,Replicates reported as 10-15
118622,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140069,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118622,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140070,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118622,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140071,174,Year,10,cat,,,1989,raw_value,,,,,
118622,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140072,185,Month,10,cat,,,Mar,raw_value,,,,,
118621,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140063,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.704,mean,0.984,standard_deviation,,10,Replicates reported as 10-15
118621,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140064,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
118621,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140065,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118621,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140066,174,Year,10,cat,,,1989,raw_value,,,,,
118621,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140067,185,Month,10,cat,,,Feb,raw_value,,,,,
118620,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140058,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.073,mean,0.835,standard_deviation,,10,Replicates reported as 10-15
118620,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140059,127,Calcification rate,75,g month^-1,18,Weight,0.015,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
118620,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140060,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118620,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140061,174,Year,10,cat,,,1989,raw_value,,,,,
118620,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140062,185,Month,10,cat,,,Jan,raw_value,,,,,
118617,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140043,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.295,mean,0.835,standard_deviation,,10,Replicates reported as 10-15
118617,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140044,127,Calcification rate,75,g month^-1,18,Weight,0.015,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
118617,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140045,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118617,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140046,174,Year,10,cat,,,1988,raw_value,,,,,
118617,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140047,185,Month,10,cat,,,Oct,raw_value,,,,,
118610,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140008,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.054,mean,0.594,standard_deviation,,10,Replicates reported as 10-15
118610,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140009,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118610,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140010,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118610,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140011,174,Year,10,cat,,,1988,raw_value,,,,,
118610,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140012,185,Month,10,cat,,,Mar,raw_value,,,,,
118618,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140048,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.481,mean,0.946,standard_deviation,,10,Replicates reported as 10-15
118618,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140049,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118618,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140050,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118618,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140051,174,Year,10,cat,,,1988,raw_value,,,,,
118618,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140052,185,Month,10,cat,,,Nov,raw_value,,,,,
118616,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140042,185,Month,10,cat,,,Sep,raw_value,,,,,
118616,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140038,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.24,mean,1.02,standard_deviation,,10,Replicates reported as 10-15
118616,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140039,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118616,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140040,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118616,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140041,174,Year,10,cat,,,1988,raw_value,,,,,
118614,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140028,60,Growth rate,62,mm month^-1,2,Alizarin stain,3.386,mean,0.761,standard_deviation,,10,Replicates reported as 10-15
118614,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140029,127,Calcification rate,75,g month^-1,18,Weight,0.011,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
118614,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140030,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118614,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140031,174,Year,10,cat,,,1988,raw_value,,,,,
118614,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140032,185,Month,10,cat,,,Jul,raw_value,,,,,
118612,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140018,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.332,mean,1.131,standard_deviation,,10,Replicates reported as 10-15
118612,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140019,127,Calcification rate,75,g month^-1,18,Weight,0.017,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118612,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140020,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118612,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140021,174,Year,10,cat,,,1988,raw_value,,,,,
118612,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140022,185,Month,10,cat,,,May,raw_value,,,,,
118611,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140013,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.332,mean,0.909,standard_deviation,,10,Replicates reported as 10-15
118611,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140014,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118611,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140015,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118611,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140016,174,Year,10,cat,,,1988,raw_value,,,,,
118611,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140017,185,Month,10,cat,,,Apr,raw_value,,,,,
118636,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140138,60,Growth rate,62,mm month^-1,2,Alizarin stain,1.71,mean,0.4,standard_deviation,,20,
118636,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140139,151,Season,10,cat,,,July-August,raw_value,,,,,
118636,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140140,142,Habitat type,10,cat,,,flat,raw_value,,,,,
118636,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140141,143,Water depth,9,m,6,Depth gauge,1,raw_value,,,,,
118636,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140142,144,Wave exposure,10,cat,,,moderately exposed,raw_value,,,,,
118640,1,9,24,Acropora aspera,443,"South Pari, Pari Island Complex, Java Sea",-5.8633,106.6175,347,,140158,60,Growth rate,62,mm month^-1,2,Alizarin stain,2.57,mean,1,standard_deviation,,20,
118640,1,9,24,Acropora aspera,443,"South Pari, Pari Island Complex, Java Sea",-5.8633,106.6175,347,,140159,151,Season,10,cat,,,July-August,raw_value,,,,,
118640,1,9,24,Acropora aspera,443,"South Pari, Pari Island Complex, Java Sea",-5.8633,106.6175,347,,140160,142,Habitat type,10,cat,,,flat,raw_value,,,,,
118640,1,9,24,Acropora aspera,443,"South Pari, Pari Island Complex, Java Sea",-5.8633,106.6175,347,,140161,143,Water depth,9,m,6,Depth gauge,1,raw_value,,,,,
118640,1,9,24,Acropora aspera,443,"South Pari, Pari Island Complex, Java Sea",-5.8633,106.6175,347,,140162,144,Wave exposure,10,cat,,,sheltered,raw_value,,,,,
159786,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203350,60,Growth rate,38,mm yr^-1,2,Alizarin stain,34.95,mean,,,,160,
159786,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203351,174,Year,10,cat,,,1980-1981,raw_value,,,,,
159786,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203352,152,Water temperature,52,ºC,,,29,mean,27,range,31,,
159786,1,126,24,Acropora aspera,400,"Pari Island Complex, Java Sea",-5.86,106.599,347,787,203353,143,Water depth,9,m,,,1,raw_value,,,,,
118639,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140153,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.6,mean,0.8,standard_deviation,,20,
118639,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140154,151,Season,10,cat,,,October-December,raw_value,,,,,
118639,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140155,142,Habitat type,10,cat,,,crest,raw_value,,,,,
118639,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140156,143,Water depth,9,m,,,2,raw_value,,,,,
118639,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140157,144,Wave exposure,10,cat,,,moderately exposed,raw_value,,,,,
118637,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140143,60,Growth rate,62,mm month^-1,2,Alizarin stain,2.89,mean,0.5,standard_deviation,,20,
118637,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140144,151,Season,10,cat,,,October-December,raw_value,,,,,
118637,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140145,142,Habitat type,10,cat,,,flat,raw_value,,,,,
118637,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140146,143,Water depth,9,m,6,Depth gauge,1,raw_value,,,,,
118637,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140147,144,Wave exposure,10,cat,,,moderately exposed,raw_value,,,,,
118635,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140133,60,Growth rate,62,mm month^-1,2,Alizarin stain,3.96,mean,0.7,standard_deviation,,20,
118635,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140134,151,Season,10,cat,,,October-December,raw_value,,,,,
118635,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140135,142,Habitat type,10,cat,,,crest,raw_value,,,,,
118635,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140136,143,Water depth,9,m,,,2,raw_value,,,,,
118635,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140137,144,Wave exposure,10,cat,,,exposed,raw_value,,,,,
118629,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140103,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.388,mean,0.315,standard_deviation,,10,Replicates reported as 10-15
118629,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140104,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118629,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140105,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118629,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140106,174,Year,10,cat,,,1989,raw_value,,,,,
118629,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140107,185,Month,10,cat,,,Oct,raw_value,,,,,
118630,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140108,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.499,mean,0.594,standard_deviation,,10,Replicates reported as 10-15
118630,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140109,127,Calcification rate,75,g month^-1,18,Weight,0.017,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118630,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140110,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118630,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140111,174,Year,10,cat,,,1989,raw_value,,,,,
118630,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140112,185,Month,10,cat,,,Nov,raw_value,,,,,
118633,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140123,60,Growth rate,62,mm month^-1,2,Alizarin stain,2.35,mean,0.5,standard_deviation,,20,
118633,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140124,151,Season,10,cat,,,October-December,raw_value,,,,,
118633,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140125,142,Habitat type,10,cat,,,flat,raw_value,,,,,
118633,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140126,143,Water depth,9,m,6,Depth gauge,1,raw_value,,,,,
118633,1,9,24,Acropora aspera,441,"North Pari Reef, Pari Island Complex, Java Sea",-5.8515,106.631,347,,140127,144,Wave exposure,10,cat,,,exposed,raw_value,,,,,
118638,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140148,60,Growth rate,62,mm month^-1,2,Alizarin stain,2.57,mean,0.4,standard_deviation,,20,
118638,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140149,151,Season,10,cat,,,July-August,raw_value,,,,,
118638,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140150,142,Habitat type,10,cat,,,crest,raw_value,,,,,
118638,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140151,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118638,1,9,24,Acropora aspera,442,"North Tikus, Pari Island Complex, Java Sea",-5.8565,106.5753,347,,140152,144,Wave exposure,10,cat,,,moderately exposed,raw_value,,,,,
118619,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140053,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.332,mean,0.798,standard_deviation,,10,Replicates reported as 10-15
118619,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140054,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.002,standard_deviation,,10,Replicates reported as 10-15
118619,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140055,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118619,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140056,174,Year,10,cat,,,1988,raw_value,,,,,
118619,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140057,185,Month,10,cat,,,Dec,raw_value,,,,,
118623,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140073,60,Growth rate,62,mm month^-1,2,Alizarin stain,4.907,mean,0.854,standard_deviation,,10,Replicates reported as 10-15
118623,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140074,127,Calcification rate,75,g month^-1,18,Weight,0.016,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
118623,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140075,143,Water depth,9,m,6,Depth gauge,2,raw_value,,,,,
118623,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140076,174,Year,10,cat,,,1989,raw_value,,,,,
118623,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140077,185,Month,10,cat,,,Apr,raw_value,,,,,
118626,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140088,60,Growth rate,62,mm month^-1,2,Alizarin stain,3.59,mean,0.649,standard_deviation,,10,Replicates reported as 10-15
118626,1,9,24,Acropora aspera,172,"Kavaratti lagoon, Lakshadweep Islands",10.565,72.631,269,,140089,127,Calcification rate,75,g month^-1,18,Weight,0.01,mean,0.001,standard_deviation,,10,Replicates reported as 10-15
