ReefID,ReefName,Longitude,Latitude,Year,AerialScore,DHWytd,Sector
09-544b,U/N Reef,144.0336146,-9.948959388,2016,0,2.463834,North
09-545a,Mer (Murray) Island Reef,144.0662132,-9.918502288,2016,0,2.552241,North
09-560a,Au Nor,144.1166578,-9.568174244,2016,0,2.77033,North
09-560b,Au Nor,144.146639,-9.576502357,2016,0,2.77033,North
09-560d,Au Nor,144.1582984,-9.570077812,2016,0,3.272731,North
09-562,Madi,144.1161819,-9.710132887,2016,0,3.202305,North
09-563,U/N Reef,144.1311725,-9.677772218,2016,0,2.727836,North
09-563a,U/N Reef,144.1385489,-9.653501715,2016,0,2.727836,North
09-565,Mer Au Nor,144.169006,-9.619951315,2016,0,3.241776,North
09-571,U/N Reef,144.0809659,-9.820182959,2016,0,2.629706,North
09-572,Sepgiz,144.0514606,-9.839932485,2016,0,2.629706,North
09-574,Wad,144.1230824,-9.74689556,2016,0,3.202305,North
09-584,U/N Reef,144.2054117,-9.636464775,2016,0,3.941908,North
09-586,Don Cay (Kerged) Reef,144.2201644,-9.604817943,2016,0,3.941908,North
09-587,U/N Reef,144.2287304,-9.620760332,2016,0,3.941908,North
09-634,U/N Reef,144.1121368,-9.998214231,2016,0,3.968675,North
09-635,U/N Reef,144.1211788,-9.988696387,2016,0,3.968675,North
09-636,U/N Reef,144.1302207,-9.985127196,2016,0,3.968675,North
09-638,U/N Reef,144.1371212,-9.973705783,2016,0,3.968675,North
09-640,U/N Reef,144.1490185,-9.969660699,2016,0,3.968675,North
09-642,U/N Reef,144.1552051,-9.950387065,2016,0,5.947124,North
09-644,U/N Reef,144.1580604,-9.937537976,2016,0,4.67781,North
09-646,U/N Reef,144.1630573,-9.92016791,2016,0,4.67781,North
09-649,U/N Reef,144.1654368,-9.905177306,2016,0,4.67781,North
09-652,U/N Reef,144.1699577,-9.90065633,2016,0,4.67781,North
10-067,Flat Islet,142.0748577,-10.11913921,2016,4,8.938772,North
10-068a,U/N Foreshore,142.0809492,-10.10124566,2016,4,8.938772,North
10-070d,U/N Foreshore,142.1150706,-10.19263481,2016,4,8.96577,North
10-071c,U/N Foreshore,142.0937031,-10.06983678,2016,4,9.177686,North
10-075,U/N Sand Bank,142.1043631,-10.06717178,2016,4,9.050925,North
10-076c,U/N Reef,142.1052553,-10.1997732,2016,4,8.96577,North
10-077c,U/N Foreshore,142.1083605,-10.05765394,2016,4,9.050925,North
10-080b,Midway Rocks,142.1093123,-10.04432896,2016,4,8.850818,North
10-081,U/N Rocky Island,142.1089316,-10.05213359,2016,4,9.050925,North
10-085b,U/N Sand Bank,142.1249216,-10.04775538,2016,4,8.850818,North
10-088a,U/N Reef,142.1247312,-10.04394824,2016,4,8.850818,North
10-093b,U/N Foreshore,142.1302397,-10.18638873,2016,4,8.96577,North
10-095,South Island,142.1312034,-10.04566146,2016,4,8.850818,North
10-105a2,U/N Foreshore,142.085137,-10.12865706,2016,4,8.938772,North
10-105s,U/N Rocky Island,142.1266348,-10.16273094,2016,4,8.96577,North
10-105x,U/N Foreshore,142.1079798,-10.14997703,2016,4,8.96577,North
10-105y,U/N Foreshore,142.1049341,-10.08201962,2016,4,9.050925,North
10-105z,U/N Foreshore,142.1367832,-10.18162981,2016,4,8.96577,North
10-138h,U/N Reef,142.3325852,-10.1569598,2016,4,9.054035,North
10-146,Tobin (Zagarsum) Island Reef,142.3435902,-10.10371936,2016,4,8.832172,North
10-148b,Portlock (Kulbi) Island Reef,142.3605438,-10.11859099,2016,3,8.83917,North
10-157a,Pumpkin Island Reef,142.125683,-10.02081988,2016,4,8.850818,North
10-158a,U/N Foreshore,142.1218759,-10.01510918,2016,4,8.850818,North
10-160b,North Island Reef,142.1378659,-10.02852934,2016,4,8.850818,North
10-162,U/N Reef,142.1317744,-10.01606096,2016,4,8.850818,North
10-163,U/N Reef,142.1483355,-10.02081988,2016,4,8.850818,North
10-169b,U/N Reef,142.0877068,-10.32722308,2016,4,9.695952,North
10-170b,U/N Reef,142.1103117,-10.34328444,2016,4,9.773293,North
10-174,U/N Reef,142.1070399,-10.32573591,2016,4,9.773293,North
10-176,U/N Reef,142.1228039,-10.40693502,2016,4,9.832498,North
10-176a,U/N Reef,142.109122,-10.40277096,2016,4,9.832498,North
10-182,Hawkesbury Reefs,142.2146234,-10.36159345,2016,4,9.667768,North
10-183a,Channel (Murabar) Island Reef,142.2214643,-10.34880385,2016,4,9.369722,North
10-184f,Hawkesbury Island Reef,142.1210193,-10.3721354,2016,4,9.974092,North
10-192b,U/N Reef,142.1040656,-10.29167988,2016,4,9.466272,North
10-193b,Whale (Mathu) Island Reef,142.0752147,-10.26015202,2016,4,9.397064,North
10-194g,U/N Reef,142.0769993,-10.23219335,2016,4,9.362265,North
10-196k,U/N Reef,142.1040656,-10.27621338,2016,4,9.466272,North
10-204,Long Reef,142.3053403,-10.31257655,2016,4,9.165252,North
10-210c,Sunk Reefs,142.1520593,-10.53062535,2016,4,9.452843,North
10-214,North Torres (Di Maza) Reef,142.2375257,-10.41572619,2016,4,9.643213,North
10-215,North West (Katai Nab) Reef,142.2407975,-10.47937677,2016,4,9.31958,North
10-216,South Torres (Dana Thiam) Reef,142.2333616,-10.45082324,2016,4,9.31958,North
10-240,U/N Rocky Island,142.2064253,-10.76038611,2016,4,8.607426,North
10-253,Turtle Island,142.2555373,-10.73583007,2016,4,8.788523,North
10-254a,U/N Reef,142.2679867,-10.73069043,2016,4,8.788523,North
10-262a,U/N Reef,142.1762347,-10.57126655,2016,4,9.392064,North
10-282a,U/N Reef,142.328912,-10.55409903,2016,4,8.869486,North
10-283b,U/N Reef,142.348053,-10.54893208,2016,4,7.816854,North
10-284a,U/N Reef,142.3506016,-10.54368383,2016,4,9.091264,North
10-286a,U/N Reef,142.3740455,-10.55505082,2016,4,8.97636,North
10-299,U/N Reef,143.0896149,-10.77538872,2016,4,10.058123,North
10-300,Alpha Reef,142.5180015,-10.61241936,2016,4,9.519935,North
10-302,Kagar Reef,142.9126434,-10.59951687,2016,4,8.663517,North
10-303,Mount Adolphus (Mori) Island,142.6533966,-10.6502285,2016,4,8.502766,North
10-303d,Mount Adolphus (Mori) Island Reef,142.6384617,-10.62163977,2016,4,8.289606,North
10-305,Kai-Damun Reef,142.8497772,-10.65218353,2016,4,8.651772,North
10-311a,Akone Islet Reef,142.6699599,-10.66684953,2016,4,10.442758,North
10-318a,Albany Island Reef (No 1),142.5929718,-10.71530914,2016,4,8.18952,North
10-318b,Albany Island Reef (No 2),142.6178436,-10.72830391,2016,4,8.567132,North
10-318c,Albany Island Reef (No 3),142.6233063,-10.7466259,2016,4,8.567132,North
10-319b,Twin (Kai Nel Gi) Island Reef,142.4421737,-10.46338731,2016,4,9.356714,North
10-320,Mai Reef,142.6246491,-10.72395611,2016,4,8.567132,North
10-321,Albany Rock Reef,142.6298218,-10.71882725,2016,4,8.398235,North
10-322,North Brother Reef,142.673172,-10.70076275,2016,4,8.624756,North
10-323,Middle Brother Reef,142.6854401,-10.71178818,2016,4,8.624756,North
10-325,North Ledge,142.738327,-10.68028641,2016,4,8.723702,North
10-326,Meggi-Damun Reef,142.7861023,-10.68252754,2016,4,8.775019,North
10-327,South Ledge,142.7143487,-10.69403487,2016,4,8.690623,North
10-335,Harrington Reef,142.723114,-10.82125187,2016,4,9.162747,North
10-336,Wyborn Reef,142.7622376,-10.82104492,2016,4,9.449869,North
10-337,U/N Reef,142.9288025,-10.80788326,2016,4,9.457744,North
10-338,Womer Reef,142.9836273,-10.79982185,2016,4,9.650157,North
10-341,Shortland Reef,142.7727051,-10.90133476,2016,4,10.051212,North
10-345a,U/N Reef,143.3707944,-10.62474496,2016,4,10.244074,North
10-346a,Small Bayag,143.2042321,-10.63216888,2016,3,11.687366,North
10-347a,U/N Reef,143.032435,-10.64359029,2016,4,9.060855,North
10-349,U/N Reef,143.4337463,-10.69710159,2016,4,8.439094,North
10-350,U/N Reef,143.4663239,-10.69664955,2016,4,7.21516,North
10-351,U/N Reef,143.1903229,-10.73180485,2016,4,10.084116,North
10-352,U/N Reef,143.3367767,-10.73468304,2016,4,9.962299,North
10-353,U/N Reef,143.0937347,-10.75188351,2016,4,10.058123,North
10-355,U/N Reef,143.324295,-10.75677586,2016,4,10.236331,North
10-377,Travers Island,142.3627625,-10.3681736,2016,3,7.985623,North
10-381,U/N Reef,143.9644928,-10.68788147,2016,2,4.030231,North
10-384,U/N Reef,143.9637756,-10.70974445,2016,3,3.820062,North
10-386,U/N Reef,143.9796143,-10.72316742,2016,2,3.820062,North
10-387,U/N Reef,143.5209961,-10.69328785,2016,4,6.069826,North
10-388a,U/N Reef,142.4483672,-10.49658436,2016,4,9.356714,North
10-390,U/N Reef,143.9733429,-10.7404232,2016,1,3.820062,North
10-391,Triangle Reef,143.9823456,-10.75539112,2016,2,3.624979,North
10-398,U/N Reef,143.9754791,-10.77815247,2016,2,3.624979,North
10-399,U/N Reef,143.9852905,-10.78567314,2016,3,3.624979,North
10-402,U/N Reef,144.0065918,-10.80548668,2016,3,4.956318,North
10-406,U/N Reef,144.0144959,-10.84487152,2016,3,4.956318,North
10-412,U/N Reef,144.0140991,-10.88740253,2016,2,5.238018,North
10-414,U/N Reef,144.0180969,-10.92669582,2016,2,5.108283,North
10-416b,U/N Reef,144.0321503,-10.96593094,2016,3,5.155395,North
10-418a,U/N Reef,144.035202,-10.9968214,2016,2,5.155395,North
10-419a,U/N Reef,144.0129089,-11.00776577,2016,3,5.219465,North
10-419b,U/N Reef,144.013092,-11.01794815,2016,2,5.219465,North
10-420,U/N Reef,143.9950409,-11.01778316,2016,2,4.74555,North
10-423a,Watson Cay Reef,142.4598863,-10.03887905,2016,2,7.765324,North
10-426,U/N Reef,144.0145264,-10.95084667,2016,1,5.155395,North
10-429,U/N Reef,142.565918,-10.72224331,2016,4,8.18952,North
10-430,U/N Reef,142.5771332,-10.72992325,2016,4,8.18952,North
10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,2016,4,8.529482,North
10-446,Pinnace Reef,142.4875476,-10.11026288,2016,4,8.985279,North
10-449,Suarji (Burke) Island,142.510557,-10.160559,2016,4,8.299286,North
10-449a,Suarji Island Reef,142.505691,-10.15517521,2016,4,9.838289,North
10-450,Getullai (Pole) Island,142.515185,-10.19084,2016,4,8.299286,North
10-456a,Saddle Island Reef,142.6792132,-10.16826224,2016,4,8.138855,North
10-458,Wednesday (Maururra) Island,142.308422,-10.529088,2016,4,7.816854,North
10-458b,U/N Reef,142.2964935,-10.52021313,2016,4,7.95505,North
10-462b,Hammond (Keriri) Island Reef,142.1867043,-10.5471864,2016,4,9.452843,North
10-462g,U/N Bank,142.1743311,-10.56346191,2016,4,9.392064,North
10-476a,Goods (Palilug) Island Reef,142.1691915,-10.56003549,2016,4,9.392064,North
10-485a3,U/N Foreshore,142.1128458,-10.72136295,2016,4,9.328292,North
10-485k,U/N Reef,142.1151301,-10.65607054,2016,4,9.431111,North
10-485l,U/N Reef,142.1991917,-10.74991648,2016,4,8.625504,North
10-485m,U/N Reef,142.2634181,-10.72821579,2016,4,8.788523,North
10-485p,U/N Reef,142.1391151,-10.63703485,2016,4,9.322292,North
10-485q,U/N Reef,142.1627749,-10.76736448,2016,4,8.625504,North
10-486b,Little Adolphus Island Reef,142.6247798,-10.59516826,2016,4,10.262185,North
10-490,Quoin Island,142.3695984,-10.71320534,2016,4,8.148631,North
10-495c,U/N Reef,142.325257,-10.59715837,2016,4,8.869486,North
10-497b,Lacey Island Reef,142.6125851,-10.61241936,2016,4,10.370962,North
10-498,U/N Reef,143.2908445,-10.60856463,2016,4,11.076984,North
10-500,U/N Reef,142.6250773,-10.60974246,2016,4,10.370962,North
10-503,U/N Reef,143.9238281,-10.61352062,2016,1,3.067113,North
10-508,U/N Reef,143.4336122,-10.6161789,2016,4,9.514215,North
10-509,U/N Reef,143.46978,-10.62569675,2016,3,8.012952,North
10-514,U/N Reef,143.9502716,-10.6531477,2016,2,4.030231,North
10-518c,Great Woody (Kai-Yelubi) Island Reef,142.3519592,-10.70862865,2016,4,8.148631,North
10-521,Possession (Bedanug) Island,142.3907623,-10.74054527,2016,4,8.148631,North
10-521a,U/N Reef,142.4148254,-10.71356201,2016,4,8.168643,North
10-522d,Entrance (Zuna) Island Reef,142.2995952,-10.70272241,2016,4,8.788523,North
10-523b,U/N Reef,142.4133148,-10.72872162,2016,4,8.168643,North
10-528,Packe (Tarilag) Island,142.2256513,-10.74211185,2016,4,8.607426,North
10-541,Warraber (Sue Islet),142.824348,-10.207618,2016,4,8.593041,North
10-543a,Lowry Reef,142.8194824,-10.1013399,2016,4,10.044296,North
10-543b,Lowry Reef,142.8281079,-10.10580139,2016,4,10.044296,North
10-543c,Lowry Reef,142.8465487,-10.10342193,2016,4,10.044296,North
10-543d,Lowry Reef,142.8260259,-10.09747328,2016,4,9.924104,North
10-543i,U/N Sand Bank,142.8349489,-10.09182206,2016,4,9.924104,North
10-544a,Kirkcaldie Reef,142.8386521,-10.33552846,2016,4,10.598891,North
10-545a4,Sassie Reef,142.8816458,-10.03069965,2016,4,10.157146,North
10-547b,Bet (Burrar) Islet Reef,142.8185901,-10.1432779,2016,3,8.453642,North
10-547c,U/N Reef,142.825431,-10.15904183,2016,4,10.255503,North
10-548,Melanie Shoal,142.8896099,-10.34080516,2016,4,10.744879,North
10-549,Day Reef,142.948033,-10.044841,2016,3,8.376578,North
10-554a,Coconut (Poruma) Island Reef,143.0812679,-10.05505539,2016,4,9.949428,North
10-556a,Caldbeck Reef,143.1600756,-10.10698713,2016,4,9.129703,North
10-559a,Meggi-Maituine Reef,143.1107184,-10.29714429,2016,4,10.16462,North
10-560a,Kai-Maituine Reef,143.1123768,-10.25719219,2016,4,10.16462,North
10-561a,Woiz Reef,143.2348855,-10.17635933,2016,3,8.949585,North
10-562,Susur Reef,143.2475739,-10.4130106,2016,4,8.139956,North
10-563a,Meiu Reef,143.2449982,-10.32953713,2016,4,9.455539,North
10-565,Gubmarau Reef,143.3003624,-10.38679886,2016,4,6.770187,North
10-566a,Half Way (Zuizin) Island Reef,143.322156,-10.108313,2016,2,6.120649,North
10-567,Kudnasan Reef,143.341991,-10.143424,2016,3,6.120649,North
10-568,U/N Reef,143.3502728,-10.0871282,2016,2,4.678814,North
10-572,Maped-an-kap,143.385979,-10.324091,2016,2,5.822867,North
10-575,Thiwlag Reef,143.089798,-10.59838772,2016,4,8.809937,North
10-576,Dugong (Athub) Islet,143.099833,-10.520869,2016,4,8.892903,North
10-577a,U/N Reef,143.138504,-10.4736433,2016,4,8.601344,North
10-582a,Bayag Reef,143.2514496,-10.56016731,2016,4,8.837287,North
10-583,Au-Masig-Reef,143.291275,-10.47605515,2016,4,8.15887,North
10-585,Wap Reef,143.3545532,-10.53966808,2016,4,7.623455,North
10-587,Blakfish Reef,143.3784087,-10.44009879,2016,4,7.359435,North
10-593,U/N Reef,143.4735871,-10.48959158,2016,4,5.171724,North
10-594a,U/N Reef,143.4812014,-10.59428786,2016,3,6.884301,North
10-596,U/N Reef,143.5173692,-10.54669864,2016,3,4.965419,North
10-598a,Gurigur Reef,143.431807,-10.025106,2016,2,3.855778,North
10-614,U/N Reef,143.6429309,-10.10575992,2016,0,4.089613,North
10-619,Kai-Wareg Reef,143.452941,-10.179855,2016,2,4.276649,North
10-624,Maggi-Wareg Reef,143.487473,-10.259854,2016,1,4.245595,North
10-625,U/N Reef,143.5484688,-10.28236432,2016,0,4.058898,North
10-626,U/N Reef,143.5440073,-10.22823158,2016,0,4.23262,North
10-627,U/N Reef,143.5903746,-10.23246622,2016,0,3.729212,North
10-630,U/N Reef,143.4602621,-10.44866485,2016,1,4.766596,North
10-644,U/N Reef,143.8073219,-10.05028874,2016,0,1.927745,North
10-645,U/N Reef,143.8550599,-10.04784979,2016,0,1.92006,North
10-648,U/N Reef,143.630528,-10.22651757,2016,0,3.514919,North
10-650,U/N Reef,143.6619666,-10.09029342,2016,0,3.650875,North
10-652,U/N Reef,143.687992,-10.11010244,2016,0,3.590862,North
10-653,Big Sand Reef,143.6881407,-10.1994512,2016,0,3.236074,North
10-656,U/N Reef,143.7613091,-10.06685573,2016,0,2.423893,North
10-686,U/N Reef,144.062882,-10.06372079,2016,0,4.017919,North
10-687a,U/N Reef,144.0740655,-10.0508717,2016,0,4.017919,North
10-688,U/N Reef,144.0802521,-10.03968824,2016,0,3.258086,North
10-689a,U/N Reef,144.085011,-10.02802888,2016,0,3.258086,North
10-691,U/N Reef,144.1000016,-10.01748787,2016,0,4.63814,North
10-700,U/N Reef,143.9713203,-10.20615533,2016,0,3.383297,North
10-702,U/N Reef,143.9960667,-10.17641207,2016,0,3.006664,North
10-705,U/N Reef,144.0026816,-10.16437199,2016,0,3.933337,North
10-707,U/N Reef,144.0079165,-10.15057112,2016,0,3.933337,North
10-708,U/N Reef,144.0124374,-10.13914971,2016,0,3.638887,North
10-710,U/N Reef,144.0181481,-10.12487294,2016,0,3.638887,North
10-712,U/N Reef,144.0255245,-10.10655109,2016,0,3.638887,North
10-713,U/N Reef,144.0352803,-10.09869887,2016,0,2.821185,North
10-716a,U/N Reef,144.0421807,-10.07181096,2016,0,2.821185,North
10-724,U/N Reef,143.9387217,-10.3651985,2016,0,3.476185,North
10-727,U/N Reef,143.9425289,-10.3281265,2016,0,3.428212,North
10-728,U/N Reef,143.9451463,-10.30980465,2016,0,3.428212,North
10-729,U/N Reef,143.9408632,-10.34192737,2016,0,3.428212,North
10-730,U/N Reef,143.9399115,-10.35496682,2016,0,3.476185,North
10-732,U/N Reef,143.9510949,-10.28482031,2016,0,3.942592,North
10-734,U/N Reef,143.9541882,-10.27220917,2016,0,3.942592,North
10-737,U/N Reef,143.9603748,-10.23794493,2016,0,3.383297,North
10-741,U/N Reef,143.9584713,-10.25674267,2016,0,3.942592,North
10-744,U/N Reef,143.9637061,-10.22590485,2016,0,3.383297,North
10-755,U/N Reef,143.9253967,-10.39675016,2016,0,3.476185,North
10-800,U/N Reef,142.7390289,-10.81070328,2016,4,8.984639,North
11-001,Arnold Reef,142.9927368,-11.00683498,2016,4,9.766949,North
11-025,U/N Reef,143.0908356,-11.06997013,2016,4,10.327854,North
11-026,Sinclair Reef,143.0284576,-11.11662197,2016,4,10.344256,North
11-035,Milman-Aplin Reef,143.030838,-11.18211842,2016,4,10.701312,North
11-038,Douglas Islet Reef,143.0007172,-11.2432394,2016,4,10.647945,North
11-052,Cholmondeley Reef,143.0701447,-11.38962555,2016,4,10.471268,North
11-053,Jardine Reef,143.0353394,-11.38516045,2016,4,10.415339,North
11-055,Wallace Islet Reef,143.042038,-11.45389843,2016,4,10.809566,North
11-061,Little Boydong Reef,143.0406494,-11.48878002,2016,4,10.809566,North
11-062,Boydong Island Reef,143.0287628,-11.4979887,2016,4,10.809566,North
11-072,U/N Reef,143.9954834,-11.28264427,2016,3,5.80493,North
11-073,U/N Reef,144.0057831,-11.28243065,2016,3,6.339132,North
11-074,U/N Reef,143.9963226,-11.29488564,2016,3,5.80493,North
11-075,U/N Reef,143.9792328,-11.29531193,2016,2,5.80493,North
11-076,U/N Reef,143.9807892,-11.30926514,2016,2,6.127666,North
11-077,U/N Reef,143.9624176,-11.32235336,2016,2,6.127666,North
11-081,U/N Reef,143.9565888,-11.34822178,2016,2,6.127666,North
11-082,U/N Reef,143.9520111,-11.3558569,2016,2,6.265288,North
11-083,U/N Reef,143.9640503,-11.36100101,2016,2,6.265288,North
11-087b,U/N Reef,143.9590454,-11.37150669,2016,2,6.265288,North
11-088,U/N Reef,143.9599762,-11.38324833,2016,3,6.265288,North
11-089b,U/N Reef,143.9584961,-11.39221954,2016,2,6.265288,North
11-091,U/N Reef,143.9636841,-11.4024229,2016,2,6.103136,North
11-094,U/N Reef,143.9649353,-11.41164684,2016,3,6.103136,North
11-095,U/N Reef,143.9695587,-11.41603661,2016,2,6.103136,North
11-096,U/N Reef,143.9750519,-11.42115688,2016,1,6.103136,North
11-097,U/N Reef,143.9741516,-11.42740726,2016,0,6.103136,North
11-102,U/N Reef,143.9677277,-11.46307278,2016,1,5.776999,North
11-109a,U/N Reef,143.9241638,-11.49207115,2016,0,5.570045,North
11-109b,U/N Reef,143.9456177,-11.48265171,2016,1,5.570045,North
11-110,U/N Reef,143.8581238,-11.48993874,2016,0,5.537323,North
11-113,U/N Reef,144.0173187,-11.03934193,2016,0,5.219465,North
11-114,U/N Reef,144.0223846,-11.04900837,2016,1,5.219465,North
11-115,U/N Reef,144.0335541,-11.05487251,2016,3,5.419956,North
11-116,U/N Reef,144.0407105,-11.06919193,2016,3,5.419956,North
11-117,U/N Reef,144.0440064,-11.10342503,2016,3,5.657452,North
11-118a,U/N Reef,144.0333099,-11.13163185,2016,1,5.657452,North
11-119,U/N Reef,144.0584412,-11.14598274,2016,3,5.846477,North
11-120,U/N Reef,144.0600281,-11.18517208,2016,3,6.198386,North
11-122,U/N Reef,144.0466309,-11.20068359,2016,2,6.270563,North
11-123,U/N Reef,144.0509949,-11.20973969,2016,2,6.415086,North
11-124,U/N Reef,144.0562134,-11.21752453,2016,1,6.415086,North
11-125,Stark Reef,144.0656586,-11.26131248,2016,3,6.763147,North
11-126b,U/N Reef,144.0183258,-11.26926422,2016,2,6.339132,North
11-127b,U/N Reef,144.026413,-11.27613068,2016,1,6.339132,North
11-128,U/N Reef,144.0342255,-11.27928543,2016,1,6.339132,North
11-129,U/N Reef,144.0441132,-11.27628613,2016,1,6.339132,North
11-134,Pirie Reef,142.898346,-11.59038353,2016,4,12.304996,North
11-136,Hannibal Islands Reef,142.9396973,-11.59758282,2016,4,11.870659,North
11-137,U/N Reef,142.9074554,-11.65137577,2016,4,12.252541,North
11-138,MacArthur Islands Reef,142.9863892,-11.73176193,2016,4,11.901005,North
11-139,U/N Reef,142.9733582,-11.75949955,2016,4,12.244252,North
11-140,U/N Reef,142.8959503,-11.76236153,2016,4,13.276229,North
11-141,U/N Reef,142.9156494,-11.76965237,2016,4,12.89545,North
11-142,U/N Reef,142.9364319,-11.77186203,2016,4,12.89545,North
11-143,U/N Reef,142.9554443,-11.77073002,2016,4,12.244252,North
11-147,U/N Reef,142.9001617,-11.80533791,2016,4,13.543889,North
11-150,U/N Reef,142.9387207,-11.84314537,2016,4,13.543889,North
11-151,U/N Reef,142.9935913,-11.86193657,2016,4,13.336004,North
11-156,Wizard Reef,143.0166626,-11.55002689,2016,4,11.058274,North
11-161,Viking Reef,143.0104523,-11.59418392,2016,4,11.058274,North
11-173,Cockburn Reef,143.3633118,-11.82064915,2016,4,10.026382,North
11-176,Rodney Reef,143.1073456,-11.89486122,2016,4,10.835672,North
11-177,U/N Reef,143.1291046,-11.9063139,2016,4,11.008353,North
